,cluster_id,item_id,medium,title,url,primary_hue,avg_hue,hue_var,primary_sat,avg_sat,sat_var,primary_val,avg_val,val_var,symmetry,bluriness,aspect_ratio,retail_price,area,width,height
49,1,49,,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/rb7nn2cqlzs82ekv9msh.jpg,0.0,0.183042414911,0.0794162984345,0.0,0.540752418639,0.161312307967,17.0,0.649208668167,0.025400360909,0.036496017698,0.0235548346269,1.22950819672,0.0,0.0,0.0,0.0
50,2,50,acrylic,Bicycle Enso,https://res.cloudinary.com/drizlalpha/image/upload/w_400/painternan/art/dze2e5iit8xu6ffigt2v.jpg,2.0,0.139714775525,0.030257577692,31.0,0.671173144833,0.0550276111275,31.0,0.667397385621,0.0777001866274,0.0450875196819,0.0128289427449,1.0,2300.0,1296.0,36.0,36.0
51,1,51,oil paint and graphite,Happenings/Beach,https://res.cloudinary.com/drizlalpha/image/upload/w_400/sdemarest/art/xrzarjvw0p7qqpdkhla7.jpg,6.0,0.273708922452,0.0569767279256,11.0,0.296102384017,0.0222714746053,26.0,0.778546492375,0.0140635752818,0.0292396317407,0.00507952224119,1.0,425.0,121.0,11.0,11.0
52,1,52,chalk pastel,Navigating,https://res.cloudinary.com/drizlalpha/image/upload/w_400/petusy%40comcast.net/art/bdbu3jisuw4rzohgjcvv.jpg,27.0,0.53457527258,0.00617901715331,13.0,0.342235653963,0.0128802750831,27.0,0.789586364737,0.00689197777721,0.0114103671966,0.00389300026863,0.99,450.0,576.0,24.0,24.0
53,0,53,oil,Quantum Painting #9,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/moitgkoxxbiucu3vvhqb.jpg,29.0,0.578826854425,0.0173709845871,1.0,0.131995444972,0.0132873410788,26.0,0.74844319288,0.0296088431584,0.0298586982061,0.0302644028428,0.626666666667,7500.0,3871.0,49.0,79.0
54,1,54,watercolor,Flared Standing Tulip,https://res.cloudinary.com/drizlalpha/image/upload/w_400/sandyhaight/art/zprbob7qxmnuha4tck1y.jpg,0.0,0.117235308851,0.0459072029545,0.0,0.0793221712654,0.0279116789336,31.0,0.939608802542,0.016909010248,0.0213453521,0.0098871056821,0.363333333333,1200.0,330.0,11.0,30.0
55,1,55,oil monotype,Willamette Valley (yellow/green) #2,https://res.cloudinary.com/drizlalpha/image/upload/w_400/anniemeyer/art/fuvbfkou6myvvtb1tarn.jpg,15.0,0.303966031346,0.0430150242354,3.0,0.173871117489,0.0503483101298,25.0,0.80413117319,0.0291070509017,0.00468609382125,0.00877693770852,0.863333333333,2800.0,1435.0,41.0,35.0
56,1,56,,Aspen Leaves in the Wind,https://res.cloudinary.com/drizlalpha/image/upload/w_400/sdemarest/art/ofwvo7z0sruqlboabaus.jpg,6.0,0.292207844636,0.0553066708582,0.0,0.277792387022,0.0532835452618,26.0,0.838288630948,0.00364763233709,0.0131940183509,0.00143445851829,1.00334448161,425.0,121.0,11.0,11.0
57,0,57,chalk pastel,Lane To Bayview,https://res.cloudinary.com/drizlalpha/image/upload/w_400/petusy%40comcast.net/art/ukaba1ps8mvvg2xqn1kp.jpg,26.0,0.344694252117,0.0315714511002,0.0,0.170218895338,0.0252185908438,21.0,0.661895213146,0.018078432552,0.0283638304639,0.000572392970805,0.823333333333,1200.0,1920.0,40.0,48.0
58,1,58,encaustic,Stratum 100,https://res.cloudinary.com/drizlalpha/image/upload/w_400/karlwkaiser/art/vqikkaapkw8vkmpllqed.jpg,6.0,0.193189163465,0.0190729715774,14.0,0.370287864366,0.0438064990748,16.0,0.578753516066,0.0113681486006,0.0183869233788,0.00374542988895,1.57068062827,0.0,207.0,18.0,11.5
59,1,59,oil,Summer Creek,https://res.cloudinary.com/drizlalpha/image/upload/w_400/bborcher/art/lvzupmqp1qbwbgkr6kgs.jpg,28.0,0.458849600579,0.0690170589765,4.0,0.252064740417,0.0201626092908,29.0,0.625560856601,0.0484864540141,0.0428834117195,0.0317190406896,1.38248847926,800.0,432.0,24.0,18.0
60,3,60,acrylic,Curlique,https://res.cloudinary.com/drizlalpha/image/upload/w_400/painternan/art/fj2f4sger2ebcycauguj.jpg,6.0,0.146640950434,0.0192358806108,0.0,0.037615512335,0.00281180592145,28.0,0.673428508973,0.0823147909178,0.0714857008992,0.0427628719386,0.996666666667,2300.0,1296.0,36.0,36.0
61,1,61,,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/clientart/art/fh15dbqtrogdeioueotx.png,4.0,0.206842406485,0.0398549006363,4.0,0.174077527726,0.0162182219403,27.0,0.609993981751,0.0397719078997,0.0208140030156,0.0047798072364,0.673333333333,0.0,0.0,0.0,0.0
